Job Title,Job Info,Position,Employer,City,Province,Skill,Seniority,Work Type,Industry Type,Min_Salary,Max_Salary,Avg_Salary
Financial and Operational Analysts,Cost Accounting Analyst,Analyst,Weir Group,Surrey,BC,Excel,ANY,In-Person,Others,90000.0,100000.0,95000.0
Senior Business Intelligence Analysts,Physician Compensation Analyst,Analyst,Interior Health Authority,Kelowna,BC,Undef,ANY,In-Person,Technology,79601.6,109470.40000000001,94536.0
Senior Supply Chain Data Analysts,"IT Senior Business Analyst, Scheduling & Distribution (T & I) (Hybrid)",Business Analyst,CBC/Radio-Canada,MontrÃƒÂ©al,QC,Jira,Senior,Hybrid,Others,68500.0,87000.0,77750.0
Senior Business Intelligence Analysts,Capital Planning Analyst (Contract),Analyst,BGIS,Markham,ON,Fabric,ANY,In-Person,Others,68000.0,88300.0,78150.0
Business Systems Analysts,Energy Systems Operation Analyst,System Analyst,Renteknik Group Inc.,Burlington,ON,"Excel, C",ANY,In-Person,Others,137280.0,66664.0,101972.0
Senior Business Intelligence Analysts,"BILINGUAL POLICY ANALYST, EARLY LEARNING AND ELEMENTARY-SECONDARY EDUCATION",Analyst,"CMEC Council Of Ministers of Education, Canada",Toronto,ON,Undef,ANY,In-Person,Education,64513.0,90181.0,77347.0
Financial and Operational Analysts,Payroll Analyst,Analyst,Peterborough Regional Health Centre,Peterborough,ON,"Excel, Excel",ANY,In-Person,Healthcare,78478.4,98092.79999999999,88285.59999999999
Business and Technical Analysts,Analyste multidisciplinaire en mÃƒÂ©canique / Multi-Disciplinary Mechanical Analyst,Analyst,Pratt & Whitney,Longueuil,QC,"C#, Matlab, Assembly",ANY,In-Person,Technology,64123.59,86600.0,75361.795
Business and Marketing Analysts,Commercial Analyst,Analyst,Ebury,Toronto,ON,Excel,ANY,In-Person,Others,65000.0,87000.0,76000.0
Senior Supply Chain Data Analysts,"Sr Analyst, Actuarial- Personal Insurance Pricing",Analyst,Definity Financial Corporation,Waterloo,ON,"Sas, Vba, Excel, Database",Senior,In-Person,Technology,69800.0,140400.0,105100.0
Business Systems Analysts,business systems analyst,System Analyst,Web Infomatic Services Ltd,Calgary,AB,C,ANY,In-Person,Service,98176.0,98176.0,98176.0
Financial and Operational Analysts,Accounts Receivable Analyst,Analyst,Niche Bakers Corp,Etobicoke,ON,Excel,ANY,In-Person,Others,50000.0,76458.0,63229.0
Business and Marketing Analysts,Trade Marketing Analyst,Analyst,Reckitt,Toronto,ON,Undef,ANY,In-Person,Technology,30240.56,57200.0,43720.28
Senior Supply Chain Data Analysts,"Sr Analyst, Actuarial- Personal Insurance Pricing",Analyst,Definity Financial Corporation,Waterloo,ON,"Sas, Vba, Excel, Database",Senior,In-Person,Technology,69800.0,140400.0,105100.0
Business and Marketing Analysts,Trade Marketing Analyst,Analyst,Reckitt,Toronto,ON,Undef,ANY,In-Person,Technology,30240.56,57200.0,43720.28
Business Systems Analysts,business systems analyst,System Analyst,Web Infomatic Services Ltd,Calgary,AB,C,ANY,In-Person,Service,98176.0,98176.0,98176.0
Financial and Operational Analysts,Accounts Receivable Analyst,Analyst,Niche Bakers Corp,Etobicoke,ON,Excel,ANY,In-Person,Others,50000.0,76458.0,63229.0
Senior Business Analysts,Senior Servicing Analyst,Analyst,BMO Financial Group,MontrÃƒÂ©al,QC,Undef,Senior,In-Person,Finance,44500.0,82500.0,63500.0
Business and Technical Analysts,DÃƒÂ©veloppeur-analyste Power BI,Analyst,Airmedic,Longueuil,QC,"Power Bi, Sql, Azure, Power BI, Ssis, Sqlserver, .Net",ANY,In-Person,Healthcare,64123.59,86600.0,75361.795
Business and Technical Analysts,Registered Behaviour Analyst (RBA),Analyst,Barrantes & Associates Inc.,Guelph,ON,Undef,ANY,In-Person,Others,70000.0,75000.0,72500.0
Senior Business Intelligence Analysts,"Compensation Consulting Analyst - People Advisory Services, Rewards - Toronto",Analyst,EY,Toronto,ON,Excel,ANY,In-Person,Others,68000.0,88300.0,78150.0
Senior Supply Chain Data Analysts,Logistic & Distribution Analyst,Logistic Analyst,CCM Hockey,MontrÃƒÂ©al,QC,Undef,ANY,In-Person,Others,68500.0,87000.0,77750.0
Senior Business Intelligence Analysts,"Operations Analyst, Business Lending - 2 Year Term Opportunity",Analyst,ATB Financial,Calgary,AB,Jira,ANY,In-Person,Finance,68000.0,88300.0,78150.0
Senior Supply Chain Data Analysts,Logistic & Distribution Analyst,Logistic Analyst,CCM Hockey,Saint-Jean-sur-Richelieu,QC,Undef,ANY,In-Person,Others,68500.0,87000.0,77750.0
Financial and Operational Analysts,"Actuarial Analyst, Commercial Insurance - Pricing",Analyst,Definity Financial Corporation,Toronto,ON,"Excel, Sas, Vba, C#, Python, R",ANY,In-Person,Technology,52300.0,103300.0,77800.0
Senior Supply Chain Data Analysts,Business System Analyst - SAP FICO,System Analyst,Riverside Natural Foods Ltd.,Toronto,ON,Gap,ANY,In-Person,Others,68500.0,87000.0,77750.0
Senior Business Analysts,Senior Tax Analyst,Analyst,North American Construction Group Inc.,Acheson,AB,Excel,Senior,In-Person,Construction,30240.56,57200.0,43720.28
Senior Supply Chain Data Analysts,"Intermediate Actuarial Analyst, Commercial Insurance Pricing",Analyst,Definity Financial Corporation,Toronto,ON,"Excel, Sas, Vba, C#, Python, R",Mid,In-Person,Technology,59400.0,118100.0,88750.0
Senior Business Intelligence Analysts,Business Analyst Position (Remote),Business Analyst,Saint Laurent Consulting,Remote,Undef,"Power Bi, Excel",ANY,Remote,Consulting,68000.0,88300.0,78150.0
Senior Supply Chain Data Analysts,"Associate PM/Business Analyst (Open to North, Central, and South America)",Data Associate,Function Health,Remote,Undef,"Sql, Python, Tableau, Swift, Machine Learning, Aws, Confluence, Excel, Gap, Power Bi, Jira",Mid,Remote,Healthcare,68500.0,87000.0,77750.0
Systems and Data Analysts,Information and Data Management Advisor/Analyst/Officer,Data Officer,CNSC/CCSN,Ottawa,ON,Undef,ANY,In-Person,Others,76000.0,89440.0,82720.0
Senior Data Analysts,Data Analyst,Data Analyst,Cabela's,Winnipeg,MB,"Sql, Power Bi, Python, Visual Basic, Excel, Google Cloud Platform",ANY,In-Person,Others,58000.0,58000.0,58000.0
Senior Data Analysts,Data Analyst,Data Analyst,Value Partners Investments,Winnipeg,MB,"Power Bi, Fabric, Tableau, Sql, Gap, Python, R",ANY,In-Person,Finance,30240.56,57200.0,43720.28
Senior Business Analysts,"Analyst, Business Intelligence",BI Analyst,Vancouver Whitecaps FC,Vancouver,BC,"Sql, Tableau, Power BI, Excel",ANY,In-Person,Technology,70000.0,80000.0,75000.0
Senior Data Analysts,Senior Data Analyst,Data Analyst,Canadian Tire Corporation,Oakville,ON,"Aws, Sql, Big Data, Snowflake, Hadoop, Azure, Python",Senior,In-Person,Others,30240.56,57200.0,43720.28
Systems and Data Analysts,"Specialist, Business Intelligence Data Warehouse",Data Specialist,Island Health,Victoria,BC,"Database, Sql",Senior,In-Person,Healthcare,94931.2,136448.0,115689.6
Business and Marketing Analysts,Business Analyst,Business Analyst,The Minto Group,Ottawa,ON,"Power Bi, Excel, Sql",ANY,In-Person,Others,65000.0,87000.0,76000.0
Senior Business Intelligence Analysts,"Senior Data Analyst, Pricing and Finance",Financial Analyst,ServiceTitan,Remote,Undef,"Tableau, Sql, Big Data, Excel, Apache Airflow",Senior,Remote,Technology,30240.56,102000.0,66120.28
Business Systems Analysts,Business Data Analyst,Data Analyst,Scotiabank,Toronto,ON,"Big Data, Sql, Excel, Gap, Big Data",ANY,In-Person,Finance,85816.8,91520.0,88668.4
Senior Business Analysts,Senior Business Data Analyst,Data Analyst,Ontario Securities Commission,Toronto,ON,"Tableau, Crystal, Sql, Gap, Python, R",Senior,In-Person,Technology,66000.0,84500.0,75250.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Porter Airlines Inc.,Toronto,ON,Excel,ANY,In-Person,Others,65000.0,87000.0,76000.0
Systems and Data Analysts,data analyst - informatics and systems,System Analyst,Systematic Squad Inc.,Calgary,AB,Database,ANY,In-Person,Others,62400.0,62400.0,62400.0
Business Systems Analysts,Business Systems Analyst,System Analyst,Delbridge Solutions Inc.,Concord,ON,Sql,ANY,In-Person,Consulting,85816.8,91520.0,88668.4
Senior Business Intelligence Analysts,"Capacity Planning Analyst, Workforce Management",Analyst,Sun Life,North York,ON,"Tableau, Genesys, Sql",ANY,In-Person,Others,54300.0,88300.0,71300.0
Senior Business Intelligence Analysts,"Risk Analyst, Third Party Risk Management",Risk Analyst,Aviva,Markham,ON,Excel,ANY,In-Person,Others,68000.0,88300.0,78150.0
Senior Supply Chain Data Analysts,"Business and Quality Assurance Analyst, Scotiabank",Analyst,Scotiabank,Toronto,ON,Undef,ANY,In-Person,Finance,68500.0,87000.0,77750.0
Senior Business Intelligence Analysts,"Capacity Planning Analyst, Workforce Management",Analyst,Sun Life,Waterloo,ON,"Tableau, Genesys, Sql",ANY,In-Person,Others,54300.0,88300.0,71300.0
Financial and Operational Analysts,"Analyst, Marketing Analytics",Analyst,Klick Health,Toronto,ON,"Tableau, Sql, Database",ANY,In-Person,Healthcare,50000.0,76458.0,63229.0
Business and Technical Analysts,HR ServiceNow Analyst,Analyst,Ledcor,Calgary,AB,"Excel, Database",ANY,In-Person,Others,64123.59,86600.0,75361.795
Business and Technical Analysts,HR ServiceNow Analyst,Analyst,Ledcor,Edmonton,AB,"Excel, Database",ANY,In-Person,Others,64123.59,86600.0,75361.795
Senior Business Intelligence Analysts,Strategic Risk Growth Analyst,Risk Analyst,Vault Credit Corporation,Toronto,ON,Undef,ANY,In-Person,Technology,68000.0,88300.0,78150.0
Senior Supply Chain Data Analysts,"Analyst II, Credit Analytics, Full Stack",Analyst,Affirm,Remote in Toronto,ON,"Machine Learning, Python, Sql",Mid,Remote,Legal,109000.0,159000.0,134000.0
Senior Business Intelligence Analysts,"Windsor Police Service - Systems Analyst, Business Solutions",System Analyst,City of Windsor,Windsor,ON,"Database, Sql, SQL, Shell, C#, Python, Javascript",ANY,In-Person,Technology,108000.0,118000.0,113000.0
Senior Supply Chain Data Analysts,Sr. Business Analyst,Business Analyst,Electronic Arts,Vancouver,BC,"Tableau, Aws, Sql, Azure, Power Bi, Looker, Database",Senior,In-Person,Others,89300.0,123000.0,106150.0
Business and Marketing Analysts,Business Analyst,Business Analyst,MGIS,Ottawa,ON,Undef,ANY,In-Person,Others,65000.0,87000.0,76000.0
Business and Technical Analysts,HR ServiceNow Analyst,Analyst,Ledcor,Vancouver,BC,"Excel, Database",ANY,In-Person,Others,64123.59,86600.0,75361.795
Business and Marketing Analysts,Asset Investment Analyst,Analyst,Toronto Hydro,Toronto,ON,"Tableau, Machine Learning, Sql, Excel, Alteryx, Vba",ANY,In-Person,Others,65000.0,87000.0,76000.0
Senior Business Analysts,RESEARCH ANALYST 1,Analyst,City of Toronto,Toronto,ON,Excel,ANY,In-Person,Technology,90646.4,99320.0,94983.2
Business and Marketing Analysts,Business Analyst,Business Analyst,MGIS,Ottawa,ON,Undef,ANY,In-Person,Others,65000.0,87000.0,76000.0
Senior Business Analysts,RESEARCH ANALYST 1,Analyst,City of Toronto,Toronto,ON,Excel,ANY,In-Person,Technology,90646.4,99320.0,94983.2
Business and Technical Analysts,HR ServiceNow Analyst,Analyst,Ledcor,Vancouver,BC,"Excel, Database",ANY,In-Person,Others,64123.59,86600.0,75361.795
Business and Marketing Analysts,Asset Investment Analyst,Analyst,Toronto Hydro,Toronto,ON,"Tableau, Machine Learning, Sql, Excel, Alteryx, Vba",ANY,In-Person,Others,65000.0,87000.0,76000.0
Financial and Operational Analysts,Merchandise Analyst,Analyst,Circle K,Toronto,ON,Excel,ANY,In-Person,Others,50000.0,76458.0,63229.0
Financial and Operational Analysts,Risk Analyst,Risk Analyst,goeasy,Mississauga,ON,"Sas, Sql",ANY,In-Person,Others,50000.0,76458.0,63229.0
Senior Data Analysts,"Analyst, Reliability",Analyst,Porter Airlines Inc.,Toronto,ON,"Tableau, Excel, R",ANY,In-Person,Others,69000.0,86000.0,77500.0
Systems and Data Analysts,Business Intelligence Specialist Analytics (with Qlik experience),Data Specialist,CAA Club Group,Thornhill,ON,"Sql, Power BI, Ssrs, Qliksense, Big Data, SQL, Excel, Qlik Sense, Database",Senior,In-Person,Others,76000.0,89440.0,82720.0
Financial and Operational Analysts,"Portfolio Management Analyst, Quantitative Equity",Quantitative Analyst,"Connor, Clark & Lunn Financial Group",Vancouver,BC,Excel,ANY,In-Person,Finance,90000.0,180000.0,135000.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Energy Safety Canada,Calgary,AB,"Database, Html",ANY,In-Person,Energy,65000.0,87000.0,76000.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Bayshore HealthCare,Mississauga,ON,"Power Bi, Jira, Miro",ANY,In-Person,Healthcare,65000.0,87000.0,76000.0
Systems and Data Analysts,data analyst - informatics and systems,System Analyst,SULYMON GLOBAL INC.,North York,ON,"Database, Python, Sql",ANY,In-Person,Others,90480.0,90480.0,90480.0
Systems and Data Analysts,Chief Functional and Data Analyst,Data Analyst,National Bank of Canada,MontrÃƒÂ©al,QC,"Aws, Confluence, Github, Java, Lucidchart, Jira",Senior,In-Person,Finance,76000.0,89440.0,82720.0
Senior Supply Chain Data Analysts,"Functional Analyst, Process Improvement",Analyst,Vancouver Coastal Health,Vancouver,BC,Undef,ANY,In-Person,Healthcare,79310.40000000001,114025.6,96668.0
Business and Technical Analysts,EMR Analyst,Analyst,Medicentres Canada Inc.,Newmarket,ON,Undef,ANY,In-Person,Healthcare,64123.59,86600.0,75361.795
Systems and Data Analysts,data analyst - informatics and systems,System Analyst,Systematic Squad Inc.,Calgary,AB,Database,ANY,In-Person,Others,62400.0,62400.0,62400.0
Senior Business Intelligence Analysts,Business Process Analyst,Analyst,ENERCARE,Markham,ON,"Excel, Tableau, Sql, Gap, Power Bi",ANY,In-Person,Automotive,68000.0,88300.0,78150.0
Senior Business Intelligence Analysts,Business Process Analyst,Analyst,ENERCARE,Markham,ON,"Excel, Tableau, Sql, Gap, Power Bi",ANY,In-Person,Automotive,68000.0,88300.0,78150.0
Senior Business Analysts,Business Analyst Intern/Junior,Intern,NORSAT INTERNATIONAL INC,Richmond,BC,"Power Bi, Excel, Sql, Database",ANY,In-Person,Others,30240.56,57200.0,43720.28
Senior Supply Chain Data Analysts,Customer Solution Analyst,Analyst,McCain Foods Limited,Toronto,ON,Power Bi,ANY,In-Person,Technology,68500.0,87000.0,77750.0
Senior Supply Chain Data Analysts,"IT Business Analyst, Intact Lab",Business Analyst,Intact,MontrÃƒÂ©al,QC,"Machine Learning, Jira, Confluence",ANY,In-Person,Others,68500.0,87000.0,77750.0
Financial and Operational Analysts,Pricing Analyst,Analyst,Alliance Door Products,Abbotsford,BC,Excel,ANY,In-Person,Others,30240.56,57200.0,43720.28
Business Systems Analysts,Business Support Systems Analyst,System Analyst,Eastlink,Halifax,NS,Undef,ANY,In-Person,Others,85816.8,91520.0,88668.4
Senior Business Analysts,Senior Business Analyst,Business Analyst,"Taro Pharmaceuticals INC, Canada",Brampton,ON,Excel,Senior,In-Person,Healthcare,66000.0,84500.0,75250.0
Senior Data Analysts,marketing data analyst,Data Analyst,Triumph Well Services,Calgary,AB,Undef,ANY,In-Person,Service,104000.0,104000.0,104000.0
Business and Marketing Analysts,Asset Investment Analyst,Analyst,Toronto Hydro,Toronto,ON,"Database, Database, Tableau, Sql, Alteryx, Python, R",ANY,In-Person,Others,65000.0,87000.0,76000.0
Business and Technical Analysts,Business Intelligence & Analytics Student-Fall 2024 Co-op,BI Analyst,Irving Shipbuilding,Dartmouth,NS,Excel,ANY,In-Person,Others,64123.59,86600.0,75361.795
Senior Business Intelligence Analysts,"Sr. Analyst, Business Intelligence",BI Analyst,Gildan Activewear Inc,MontrÃƒÂ©al,QC,"Tableau, Sql, Snowflake, Qlikview, Talend",Senior,In-Person,Others,30240.56,57200.0,43720.28
Senior Business Analysts,Senior Business Analyst,Business Analyst,"Taro Pharmaceuticals INC, Canada",Brampton,ON,Excel,Senior,In-Person,Healthcare,66000.0,84500.0,75250.0
Senior Data Analysts,data warehouse analyst,Analyst,VISAY TECHNOLOGIES INC,Edmonton,AB,Database,ANY,In-Person,Technology,87464.0,87464.0,87464.0
Senior Business Analysts,Senior Compensation Analyst,Analyst,ServiceTitan,Remote,Undef,Excel,Senior,Remote,Technology,30240.56,93000.0,61620.28
Financial and Operational Analysts,Risk & Audit Analyst,Risk Analyst,University of Manitoba,Winnipeg,MB,Undef,ANY,In-Person,Technology,64731.76,97097.64,80914.7
Systems and Data Analysts,Product Support Analyst - Database and ETL,Analyst,Copperleaf Technologies Inc.,Metro Vancouver Regional District,BC,"Aws, Sql, Oracle Database, Database, Database, Reason",ANY,In-Person,Technology,85000.0,110000.0,97500.0
Senior Business Analysts,Operations Analyst,Analyst,Tim Hortons | Company #4020653,London,ON,"Sas, Fabric, Excel",ANY,In-Person,Others,66000.0,84500.0,75250.0
Systems and Data Analysts,Programs Data Analyst,Data Analyst,Owen Sound Family Health Team,Owen Sound,ON,Database,ANY,In-Person,Healthcare,45344.0,57200.0,51272.0
Business Systems Analysts,Business System Analyst,System Analyst,UST Global,Toronto,ON,"Sql, Excel",ANY,In-Person,Others,85816.8,91520.0,88668.4
Senior Supply Chain Data Analysts,BSAN-Business Systems Analyst,System Analyst,Lifemark Health Group,North York,ON,"Confluence, Excel, Gap, Azure, Jira",ANY,In-Person,Healthcare,68500.0,87000.0,77750.0
Systems and Data Analysts,HRT Applications Business Analyst,Business Analyst,Vail Resorts Corporate,Remote,Undef,"C#, Excel, Sql, Database",ANY,Remote,Travel,70000.0,87110.0,78555.0
Senior Business Intelligence Analysts,Data and Policy Analyst II,Analyst,City of Edmonton,Edmonton,AB,Database,Mid,In-Person,Technology,85915.26,108564.32,97239.79000000001
Financial and Operational Analysts,Pricing Analyst,Analyst,Alliance Door Products,Calgary,AB,Excel,ANY,In-Person,Others,50000.0,76458.0,63229.0
Senior Business Analysts,Junior Analyst Position,Analyst,CTi Living,Etobicoke,ON,Excel,Junior,In-Person,Others,48000.0,57200.0,52600.0
Senior Business Intelligence Analysts,Revenue Operations Business Analyst,Business Analyst,MaintainX,Toronto,ON,"Shell, C#, Jira, Confluence",ANY,In-Person,Others,30240.56,57200.0,43720.28
Senior Business Intelligence Analysts,Demand Planning Analyst,Analyst,Cozey,Mont-royal,QC,"Vba, Excel",ANY,In-Person,Others,68000.0,88300.0,78150.0
Senior Business Analysts,Business Analyst Senior 7698-1809,Business Analyst,Foilcon,Toronto,ON,Undef,Senior,In-Person,Technology,66000.0,84500.0,75250.0
